date,Google
2020-07-06,97
2020-07-07,100
2020-07-08,99
2020-07-09,96
2020-07-10,98
2020-07-11,83
2020-07-12,83
2020-07-13,98
2020-07-14,96
2020-07-15,98
2020-07-16,95
2020-07-17,95
2020-07-18,84
2020-07-19,85
2020-07-20,98
2020-07-21,96
2020-07-22,100
2020-07-23,96
2020-07-24,93
2020-07-25,84
2020-07-26,83
2020-07-27,95
2020-07-28,94
2020-07-29,97
2020-07-30,93
2020-07-31,90
2020-08-01,76
2020-08-02,76
2020-08-03,86
2020-08-04,92
2020-08-05,90
2020-08-06,90
2020-08-07,87
2020-08-08,79
2020-08-09,78
2020-08-10,93
2020-08-11,91
2020-08-12,88
2020-08-13,92
2020-08-14,87
2020-08-15,77
2020-08-16,76
2020-08-17,93
2020-08-18,96
2020-08-19,94
2020-08-20,97
2020-08-21,94
2020-08-22,78
2020-08-23,77
2020-08-24,98
2020-08-25,100
2020-08-26,96
2020-08-27,99
2020-08-28,97
2020-08-29,77
2020-08-30,76
2020-08-31,98
2020-09-01,56
2020-09-02,58
2020-09-03,57
2020-09-04,55
2020-09-05,45
2020-09-06,43
2020-09-07,52
2020-09-08,58
2020-09-09,58
2020-09-10,58
2020-09-11,53
2020-09-12,42
2020-09-13,43
2020-09-14,55
2020-09-15,58
2020-09-16,55
2020-09-17,57
2020-09-18,55
2020-09-19,43
2020-09-20,42
2020-09-21,56
2020-09-22,57
2020-09-23,56
2020-09-24,56
2020-09-25,52
2020-09-26,47
2020-09-27,100
2020-09-28,59
2020-09-29,53
2020-09-30,54
2020-10-01,99
2020-10-02,96
2020-10-03,78
2020-10-04,79
2020-10-05,95
2020-10-06,99
2020-10-07,100
2020-10-08,97
2020-10-09,87
2020-10-10,79
2020-10-11,77
2020-10-12,89
2020-10-13,95
2020-10-14,96
2020-10-15,94
2020-10-16,89
2020-10-17,75
2020-10-18,75
2020-10-19,89
2020-10-20,91
2020-10-21,91
2020-10-22,91
2020-10-23,86
2020-10-24,73
2020-10-25,75
2020-10-26,87
2020-10-27,88
2020-10-28,88
2020-10-29,86
2020-10-30,90
2020-10-31,77
2020-11-01,83
2020-11-02,94
2020-11-03,100
2020-11-04,81
2020-11-05,87
2020-11-06,89
2020-11-07,80
2020-11-08,78
2020-11-09,94
2020-11-10,96
2020-11-11,96
2020-11-12,99
2020-11-13,93
2020-11-14,83
2020-11-15,82
2020-11-16,97
2020-11-17,97
2020-11-18,97
2020-11-19,99
2020-11-20,98
2020-11-21,85
2020-11-22,83
2020-11-23,98
2020-11-24,95
2020-11-25,93
2020-11-26,95
2020-11-27,91
2020-11-28,83
2020-11-29,82
2020-11-30,93
2020-12-01,78
2020-12-02,76
2020-12-03,75
2020-12-04,72
2020-12-05,66
2020-12-06,63
2020-12-07,77
2020-12-08,71
2020-12-09,76
2020-12-10,77
2020-12-11,75
2020-12-12,65
2020-12-13,64
2020-12-14,100
2020-12-15,78
2020-12-16,76
2020-12-17,74
2020-12-18,74
2020-12-19,67
2020-12-20,63
2020-12-21,75
2020-12-22,72
2020-12-23,70
2020-12-24,66
2020-12-25,67
2020-12-26,65
2020-12-27,63
2020-12-28,66
2020-12-29,71
2020-12-30,67
2020-12-31,64
2021-01-01,80
2021-01-02,82
2021-01-03,80
2021-01-04,94
2021-01-05,93
2021-01-06,92
2021-01-07,94
2021-01-08,93
2021-01-09,85
2021-01-10,83
2021-01-11,96
2021-01-12,100
2021-01-13,94
2021-01-14,96
2021-01-15,96
2021-01-16,83
2021-01-17,76
2021-01-18,91
2021-01-19,97
2021-01-20,92
2021-01-21,94
2021-01-22,95
2021-01-23,83
2021-01-24,83
2021-01-25,96
2021-01-26,94
2021-01-27,96
2021-01-28,98
2021-01-29,93
2021-01-30,84
2021-01-31,80
2021-02-01,99
2021-02-02,99
2021-02-03,97
2021-02-04,100
2021-02-05,94
2021-02-06,84
2021-02-07,80
2021-02-08,94
2021-02-09,98
2021-02-10,95
2021-02-11,97
2021-02-12,93
2021-02-13,82
2021-02-14,81
2021-02-15,90
2021-02-16,92
2021-02-17,93
2021-02-18,94
2021-02-19,94
2021-02-20,82
2021-02-21,84
2021-02-22,97
2021-02-23,99
2021-02-24,94
2021-02-25,96
2021-02-26,98
2021-02-27,84
2021-02-28,83
2021-03-01,88
2021-03-02,89
2021-03-03,88
2021-03-04,87
2021-03-05,88
2021-03-06,75
2021-03-07,77
2021-03-08,93
2021-03-09,85
2021-03-10,87
2021-03-11,90
2021-03-12,86
2021-03-13,74
2021-03-14,75
2021-03-15,95
2021-03-16,85
2021-03-17,90
2021-03-18,90
2021-03-19,87
2021-03-20,77
2021-03-21,77
2021-03-22,89
2021-03-23,100
2021-03-24,92
2021-03-25,88
2021-03-26,86
2021-03-27,76
2021-03-28,74
2021-03-29,84
2021-03-30,86
2021-03-31,86
2021-04-01,97
2021-04-02,89
2021-04-03,83
2021-04-04,80
2021-04-05,91
2021-04-06,94
2021-04-07,96
2021-04-08,100
2021-04-09,91
2021-04-10,80
2021-04-11,82
2021-04-12,96
2021-04-13,93
2021-04-14,93
2021-04-15,94
2021-04-16,90
2021-04-17,82
2021-04-18,83
2021-04-19,96
2021-04-20,97
2021-04-21,95
2021-04-22,99
2021-04-23,91
2021-04-24,81
2021-04-25,81
2021-04-26,97
2021-04-27,94
2021-04-28,96
2021-04-29,93
2021-04-30,91
2021-05-01,81
2021-05-02,81
2021-05-03,95
2021-05-04,95
2021-05-05,96
2021-05-06,95
2021-05-07,89
2021-05-08,80
2021-05-09,79
2021-05-10,98
2021-05-11,95
2021-05-12,96
2021-05-13,94
2021-05-14,94
2021-05-15,82
2021-05-16,82
2021-05-17,98
2021-05-18,97
2021-05-19,99
2021-05-20,100
2021-05-21,95
2021-05-22,84
2021-05-23,80
2021-05-24,95
2021-05-25,97
2021-05-26,96
2021-05-27,99
2021-05-28,97
2021-05-29,83
2021-05-30,85
2021-05-31,96
